Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge
Male,63,Yes,0,1,25,,Yes,35.27,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4
Female,35,No,0,0,1,,Yes,34.79,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1
Male,20,No,0,0,11,,Yes,13.55,No,Yes,Fiber Optic,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9
Female,47,Yes,0,1,26,,Yes,15.37,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8
Female,42,Yes,3,1,40,,Yes,3.01,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15
Female,72,No,0,0,15,,Yes,1.67,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,89.0
Female,30,Yes,2,4,40,,Yes,29.14,No,Yes,DSL,48.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35
Male,51,Yes,0,3,3,,Yes,31.06,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0
Male,27,Yes,0,2,31,,Yes,36.69,No,Yes,Fiber Optic,52.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.8
Male,51,Yes,2,10,19,Offer D,Yes,9.47,Yes,Yes,DSL,13.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1
Female,68,No,0,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15
Female,38,Yes,0,1,72,Offer A,Yes,5.25,Yes,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4
Male,49,No,5,0,14,,Yes,40.66,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95
Male,57,No,0,0,7,,Yes,5.61,No,Yes,DSL,24.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85
Female,48,No,0,0,27,,Yes,11.09,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55
Female,26,Yes,0,9,70,,Yes,23.52,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.45
Male,67,No,0,0,71,,Yes,34.8,Yes,Yes,Fiber Optic,21.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8
Male,77,Yes,0,7,69,,Yes,14.76,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.9
Female,23,No,0,0,30,,No,0.0,No,Yes,Cable,42.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35
Female,37,Yes,3,1,55,,Yes,8.39,Yes,Yes,DSL,52.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.1
Male,32,No,0,0,56,Offer B,Yes,37.15,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.4
Female,25,No,0,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.0
Female,58,Yes,1,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25
Male,55,No,0,0,2,,Yes,7.8,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65
Female,22,Yes,2,8,17,Offer D,Yes,44.9,No,Yes,DSL,47.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,74.55
Female,58,No,0,0,13,Offer D,No,0.0,No,Yes,Cable,13.0,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,35.4
Male,20,Yes,0,3,50,Offer B,No,0.0,No,Yes,DSL,73.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,44.45
Male,30,Yes,0,2,69,Offer A,Yes,48.8,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45
Male,44,Yes,1,1,33,Offer C,Yes,1.62,No,Yes,Cable,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,82.1
Male,36,No,3,0,23,,No,0.0,No,Yes,DSL,26.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.1
Male,51,Yes,3,2,26,Offer C,Yes,36.71,Yes,Yes,DSL,57.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.0
Female,30,No,0,0,3,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5
Female,34,No,0,0,2,,Yes,49.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3
Male,75,No,0,0,37,Offer C,No,0.0,No,Yes,DSL,29.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65
Male,30,No,0,0,1,Offer E,Yes,25.39,Yes,Yes,DSL,52.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35
Female,26,No,0,0,3,Offer E,No,0.0,No,Yes,Cable,52.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25
Female,50,No,0,0,25,,Yes,1.36,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9
Female,33,Yes,2,1,57,,Yes,17.01,No,Yes,DSL,11.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45
Male,39,Yes,0,10,51,Offer B,Yes,9.99,Yes,Yes,DSL,5.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2
Female,34,No,0,0,15,Offer D,Yes,26.54,Yes,Yes,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8
Male,60,No,0,0,1,Offer E,Yes,48.97,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5
Male,80,No,0,0,2,Offer E,Yes,26.62,No,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95
Male,28,No,0,0,24,Offer C,No,0.0,No,Yes,DSL,46.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6
Female,33,Yes,0,6,69,Offer A,Yes,34.49,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4
Male,58,Yes,0,0,67,Offer A,Yes,29.24,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3
Female,64,Yes,3,1,72,Offer A,Yes,39.3,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.2
Male,75,No,0,0,1,Offer E,No,0.0,No,Yes,DSL,26.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3
Male,54,No,0,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25
Female,63,No,0,0,60,Offer B,Yes,39.41,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.0
Male,66,No,0,0,2,,No,0.0,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45
Male,62,No,0,0,22,,Yes,20.46,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6
Male,25,Yes,2,5,53,,Yes,24.33,No,Yes,Fiber Optic,52.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55
Male,53,No,0,0,45,,No,0.0,No,Yes,DSL,10.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,42.3
Male,20,No,0,0,63,Offer B,Yes,42.59,Yes,Yes,DSL,85.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.9
Male,19,No,0,0,18,Offer D,Yes,2.26,Yes,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.3
Male,32,No,0,0,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3
Female,47,No,0,0,13,,Yes,34.18,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9
Female,52,No,0,0,39,Offer C,Yes,34.74,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.45
Male,30,Yes,2,6,24,,Yes,44.57,No,Yes,Cable,26.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3
Female,60,No,0,0,10,,Yes,49.7,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05
Female,31,No,0,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0
Female,22,Yes,0,0,1,,Yes,35.6,No,Yes,DSL,58.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.2
Male,41,Yes,0,5,72,,Yes,26.96,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.85
Female,29,No,0,0,43,,Yes,2.49,Yes,Yes,DSL,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1
Female,62,No,0,0,41,,Yes,12.42,No,Yes,Cable,12.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,50.05
Female,74,No,0,0,45,Offer B,Yes,34.12,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,102.15
Male,79,Yes,0,5,45,,Yes,44.91,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.7
Male,63,Yes,1,10,34,,Yes,5.65,No,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.05
Female,29,No,0,0,1,,No,0.0,No,Yes,DSL,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.2
Male,21,Yes,0,1,60,Offer B,Yes,33.25,No,Yes,Fiber Optic,52.0,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95
Male,76,Yes,0,1,32,,Yes,49.6,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3
Female,60,Yes,2,0,14,Offer D,Yes,23.0,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2
Female,80,Yes,0,10,56,Offer B,Yes,11.55,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,95.65
Male,23,No,0,0,7,Offer E,Yes,21.58,No,Yes,Fiber Optic,71.0,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.65
Female,76,Yes,2,1,1,Offer E,Yes,15.28,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.45
Male,34,No,0,0,2,Offer E,No,0.0,No,Yes,DSL,8.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.4
Male,36,Yes,0,1,29,,Yes,11.24,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75
Female,56,No,0,0,28,Offer C,Yes,30.28,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95
Female,57,No,0,0,2,,Yes,2.46,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35
Male,25,Yes,0,10,28,,Yes,33.57,Yes,Yes,Fiber Optic,52.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.6
Female,79,No,0,0,2,,No,0.0,No,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35
Male,35,No,0,0,3,,Yes,9.74,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3
Female,40,Yes,0,4,59,Offer B,Yes,8.28,No,Yes,DSL,22.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.95
Female,60,No,0,0,8,,Yes,17.52,No,Yes,DSL,28.0,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.2
Male,45,Yes,0,10,2,,Yes,34.38,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0
Female,20,No,0,0,3,Offer E,No,0.0,No,Yes,DSL,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2
Female,33,Yes,0,6,64,,Yes,16.61,Yes,Yes,Cable,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,81.3
Female,54,No,0,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55
Female,20,No,0,0,54,,Yes,43.47,Yes,Yes,Fiber Optic,82.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95
Male,20,No,1,0,3,Offer E,Yes,33.28,No,Yes,Cable,69.0,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,55.9
Male,35,Yes,3,4,66,,No,0.0,No,Yes,Cable,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.75
Male,71,No,0,0,35,,Yes,20.83,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.05
Male,40,Yes,0,8,67,Offer A,Yes,31.41,No,Yes,Fiber Optic,23.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9
Female,40,Yes,3,3,5,Offer E,No,0.0,No,Yes,DSL,53.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05
Female,43,No,0,0,1,,Yes,17.37,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1
Female,36,No,0,0,4,,Yes,24.09,No,Yes,Fiber Optic,17.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65
Female,31,Yes,2,10,20,,Yes,14.79,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05
Female,30,Yes,0,1,17,Offer D,Yes,41.95,No,Yes,Fiber Optic,51.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85
Female,57,No,1,0,11,Offer D,Yes,44.88,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7
Female,64,Yes,1,9,28,Offer C,Yes,21.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9
Female,51,No,0,0,7,,Yes,7.32,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3
Female,21,Yes,2,1,44,,Yes,4.17,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6
Female,30,Yes,0,2,1,Offer E,Yes,23.63,No,Yes,Fiber Optic,52.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35
Male,21,Yes,0,5,67,Offer A,Yes,2.12,No,Yes,Cable,58.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.85
Female,65,No,0,0,6,,Yes,12.67,No,Yes,Fiber Optic,20.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.1
Male,20,No,0,0,68,,Yes,5.84,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55
Male,45,No,1,0,37,,Yes,49.99,No,Yes,Cable,27.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,61.45
Male,42,No,0,0,12,,Yes,7.97,No,Yes,Cable,10.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.65
Male,60,No,0,0,39,,Yes,5.4,Yes,Yes,DSL,16.0,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85
Female,45,Yes,0,2,41,Offer B,Yes,9.85,No,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45
Female,48,Yes,1,7,45,Offer B,Yes,20.11,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65
Male,32,Yes,1,1,18,Offer D,Yes,24.16,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9
Male,35,No,0,0,17,,Yes,27.66,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.15
Female,52,No,0,0,2,Offer E,Yes,26.9,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9
Female,42,No,0,0,46,Offer B,Yes,32.78,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.1
Male,43,No,0,0,48,Offer B,Yes,11.02,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.95
Female,29,Yes,0,4,48,,Yes,47.64,No,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.05
Female,40,Yes,3,6,39,Offer C,Yes,15.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75
Female,46,Yes,0,3,12,,Yes,25.09,Yes,Yes,Cable,17.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.85
Female,80,Yes,1,7,71,,Yes,48.59,Yes,Yes,DSL,15.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2
Male,50,Yes,0,8,71,,Yes,27.16,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15
Male,24,Yes,3,7,69,Offer A,Yes,37.97,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.35
Male,63,No,0,0,8,,Yes,30.53,No,Yes,DSL,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75
Male,28,No,0,0,3,,Yes,29.74,Yes,Yes,DSL,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.4
Male,33,No,0,0,6,,Yes,10.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15
Female,53,No,0,0,2,,No,0.0,No,Yes,DSL,18.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9
Female,54,No,0,0,1,,Yes,36.05,No,Yes,DSL,30.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1
Female,42,No,0,0,8,,Yes,14.32,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2
Female,53,No,0,0,41,,Yes,2.32,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85
Male,77,Yes,0,4,45,,Yes,9.39,Yes,Yes,DSL,22.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.15
Female,68,No,0,0,4,,Yes,6.68,Yes,Yes,Cable,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6
Female,43,No,0,0,52,Offer B,Yes,42.9,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.2
Male,46,No,0,0,31,,Yes,34.38,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.45
Female,27,No,3,0,28,,Yes,26.09,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25
Female,44,Yes,0,8,8,Offer E,Yes,17.09,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85
Female,25,No,0,0,24,Offer C,No,0.0,No,Yes,DSL,52.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.15
Male,35,Yes,2,6,65,Offer B,Yes,19.53,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,94.55
Male,39,Yes,1,6,67,,Yes,36.21,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,69.35
Male,44,No,0,0,1,,Yes,16.06,No,Yes,Fiber Optic,3.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1
Male,44,Yes,0,6,34,Offer C,Yes,4.42,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05
Male,35,No,3,0,49,,Yes,4.76,Yes,Yes,Fiber Optic,58.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.2
Male,21,Yes,1,1,45,,Yes,45.21,No,Yes,Cable,59.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,54.65
Male,48,Yes,0,3,14,Offer D,Yes,5.17,No,Yes,Cable,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.95
Male,78,Yes,0,1,1,,Yes,17.51,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3
Female,65,No,0,0,46,,Yes,16.04,Yes,Yes,DSL,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1
Female,56,Yes,0,1,63,Offer B,Yes,38.85,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,81.2
Female,48,No,0,0,38,,Yes,32.63,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.3
Female,45,No,0,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55
Female,30,Yes,1,10,43,,Yes,29.98,No,Yes,Cable,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75.2
Male,31,Yes,1,7,60,,Yes,21.98,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65
Female,39,Yes,2,8,72,,Yes,18.74,Yes,Yes,Fiber Optic,19.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.1
Male,80,No,0,0,65,Offer B,Yes,18.23,No,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1
Female,21,No,0,0,57,,Yes,36.14,No,Yes,Cable,48.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,69.75
Female,57,Yes,2,2,2,,Yes,35.42,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3
Male,62,No,0,0,1,Offer E,Yes,38.53,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,69.4
Female,31,Yes,2,7,52,,Yes,7.99,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.3
Female,51,No,0,0,47,Offer B,Yes,14.54,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35
Female,54,No,0,0,40,Offer B,Yes,2.83,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4
Male,58,Yes,0,1,67,Offer A,Yes,11.74,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6
Female,29,No,0,0,4,,Yes,43.45,No,Yes,Fiber Optic,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65
Female,79,No,0,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5
Male,27,No,0,0,25,,Yes,10.4,No,Yes,Fiber Optic,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5
Male,53,Yes,0,5,35,,No,0.0,No,Yes,DSL,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,53.15
Female,49,No,3,0,19,Offer D,Yes,8.02,Yes,Yes,DSL,57.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9
